Partner Name,Pillar,Solution (Sales Play),Product,Tier 1 Profiles Count,Tier 2 Profiles Count,Total Tier 1 & 2 Profiles,Capacity Status (DRP vs Workloads)
Aleon Inteligencia de Dados Ltda,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,1,1,2,🟢 Ready (2 profiles)
Aleon Inteligencia de Dados Ltda,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Aleon Inteligencia de Dados Ltda,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 5 wkls)
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
IEBT (Inst. Desenv. Empresas Base Tecnológica),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,🔴 Gap (0 DRP / 2 wkls)
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
IEBT (Inst. Desenv. Empresas Base Tecnológica),Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,🔴 Gap (0 DRP / 1 wkls)
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 3 wkls)
El Ultimo Geek S.A. de C.V. (Edvolution),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
El Ultimo Geek S.A. de C.V. (Edvolution),Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,2,1,3,🟢 Ready (3 DRP / 1 wkls)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,1,1,🟢 Ready (1 profiles)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,8,2,10,🟢 Ready (10 profiles)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,8,2,10,🟢 Ready (10 profiles)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Scale AI Apps and Agents,AI Applications,7,2,9,🟢 Ready (9 profiles)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,8,2,10,🟢 Ready (10 DRP / 6 wkls)
"Fluentcore, LLC (Fluent Data)",Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,8,2,10,🟢 Ready (10 DRP / 1 wkls)
"Fluentcore, LLC (Fluent Data)",Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,6,3,9,🟢 Ready (9 profiles)
"Fluentcore, LLC (Fluent Data)",Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,3,3,🟢 Ready (3 profiles)
"Fluentcore, LLC (Fluent Data)",Data & Analytics,The AI Ready Data Cloud,BigQuery,6,3,9,🟢 Ready (9 DRP / 7 wkls)
"Fluentcore, LLC (Fluent Data)",Data & Analytics,The AI Ready Data Cloud,Dataflow,,3,3,🟢 Ready (3 profiles)
"Fluentcore, LLC (Fluent Data)",Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Data & Analytics,The AI Ready Data Cloud,Looker,5,2,7,🟢 Ready (7 profiles)
"Fluentcore, LLC (Fluent Data)",Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,2,2,🟢 Ready (2 profiles)
"Fluentcore, LLC (Fluent Data)",Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
"Fluentcore, LLC (Fluent Data)",Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,1,1,🟢 Ready (1 profiles)
Ideen Tecnologia LTDA,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,2,2,🟢 Ready (2 profiles)
Ideen Tecnologia LTDA,Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,1,,1,🟢 Ready (1 profiles)
Ideen Tecnologia LTDA,Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,🔴 Gap (0 DRP / 3 wkls)
Ideen Tecnologia LTDA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,🔴 Gap (0 DRP / 1 wkls)
Ideen Tecnologia LTDA,Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Ideen Tecnologia LTDA,Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Application Modernization,"Migrate, Modernize and Build",Google Kubernetes Engine,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Agentic Workplace Transformation,Gemini Enterprise,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - Agent Assist,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CCaaS,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Agent Studio,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Gemini Enterprise for Customer Experience,GECX - CX Insights,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Gemini Enterprise for Customer Experience,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Leverage Generative Media in your Business,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Scale AI Apps and Agents,AI Applications,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Scale AI Apps and Agents,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Artificial Intelligence,Your Business. Your Models.,Gemini Enterprise Agent Platform,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",BigQuery,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,"Migrate, Modernize, and Build with Data Cloud",Dataflow,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,The AI Ready Data Cloud,BigQuery,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,The AI Ready Data Cloud,Dataflow,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,The AI Ready Data Cloud,Dataproc,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Data & Analytics,The AI Ready Data Cloud,Looker,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,"Migrate, Modernize, and Build with Data Cloud",AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,"Migrate, Modernize, and Build with Data Cloud",Cloud SQL,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,"Migrate, Modernize, and Build with Data Cloud",Spanner,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,The AI Ready Data Cloud,AlloyDB for PostgreSQL,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,The AI Ready Data Cloud,Cloud SQL,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Databases,The AI Ready Data Cloud,Spanner,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,Enterprise Platform of Choice: Oracle,Oracle,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,Enterprise Platform of Choice: SAP,SAP on Google Cloud,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,Enterprise Platform of Choice: VMware,Google Cloud VMware Engine,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,"Migrate, Modernize and Build",Google Cloud Networking,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,"Migrate, Modernize and Build",Google Compute Engine,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Infrastructure Modernization,Sovereignty,Google Distributed Cloud,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Security,Agentic Defense with Google Security,Google Threat Intelligence,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Security,Agentic Defense with Google Security,Security Command Center,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Security,Agentic Defense with Google Security,Security Operations,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Security,Secure Innovation with Google Cloud,Cloud Security,,,,⚪ No Active Demand
Inteligência de Negócios (NowVertical),Workspace,Agentic Workplace Transformation,Workspace,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Application Modernization,"Migrate, Modernize and Build",Apigee API Management,,,,⚪ No Active Demand
InventCloud Tecnologia Ltda,Application Modernization,"Migrate, Modernize and Build",Cloud Run,,,,⚪ No Active Demand
